--- Detection Log Started: 2025-07-16 19:14:32 ---
Video Source: c:\Users\adity\Desktop\OBJDETECT\data\firedata2.mp4
Base Model: yolov8x.pt
Fire Model: yolofirenew.pt
--------------------------------------------------
[2025-07-16 19:14:32.575 | Frame 0] Base YOLO model loaded: yolov8x.pt
[2025-07-16 19:14:38.292 | Frame 7] Detected FIRE: FIRE 0.78 (Conf: 0.78, BBox: [265, 225, 433, 286])
[2025-07-16 19:14:38.292 | Frame 7] Detected FIRE: FIRE 0.76 (Conf: 0.76, BBox: [667, 90, 835, 284])
[2025-07-16 19:14:38.292 | Frame 7] Detected FIRE: FIRE 0.46 (Conf: 0.46, BBox: [663, 83, 979, 313])
[2025-07-16 19:14:38.869 | Frame 8] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [182, 381, 371, 680])
[2025-07-16 19:14:38.869 | Frame 8] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [353, 378, 537, 679])
[2025-07-16 19:14:38.869 | Frame 8] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1026, 512, 1213, 654])
[2025-07-16 19:14:38.869 | Frame 8] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [823, 510, 1053, 650])
[2025-07-16 19:14:38.869 | Frame 8] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [580, 467, 828, 653])
[2025-07-16 19:14:38.869 | Frame 8] Detected FIRE: FIRE 0.79 (Conf: 0.79, BBox: [262, 223, 426, 283])
[2025-07-16 19:14:38.869 | Frame 8] Detected FIRE: FIRE 0.78 (Conf: 0.78, BBox: [658, 82, 838, 275])
[2025-07-16 19:14:38.869 | Frame 8] Detected FIRE: FIRE 0.41 (Conf: 0.41, BBox: [658, 78, 973, 309])
[2025-07-16 19:14:39.412 | Frame 9] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [355, 375, 539, 680])
[2025-07-16 19:14:39.412 | Frame 9] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [185, 380, 371, 679])
[2025-07-16 19:14:39.412 | Frame 9] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1027, 510, 1213, 652])
[2025-07-16 19:14:39.412 | Frame 9] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [823, 507, 1053, 644])
[2025-07-16 19:14:39.412 | Frame 9] Detected VEHICLE: Truck 0.87 (Conf: 0.87, BBox: [581, 465, 830, 651])
[2025-07-16 19:14:39.412 | Frame 9] Detected FIRE: FIRE 0.80 (Conf: 0.80, BBox: [262, 220, 424, 281])
[2025-07-16 19:14:39.412 | Frame 9] Detected FIRE: FIRE 0.61 (Conf: 0.61, BBox: [701, 143, 832, 265])
[2025-07-16 19:14:39.412 | Frame 9] Detected FIRE: FIRE 0.52 (Conf: 0.52, BBox: [698, 96, 839, 267])
[2025-07-16 19:14:39.944 | Frame 10] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [355, 375, 539, 680])
[2025-07-16 19:14:39.944 | Frame 10] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [185, 380, 371, 679])
[2025-07-16 19:14:39.944 | Frame 10] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1027, 510, 1213, 652])
[2025-07-16 19:14:39.944 | Frame 10] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [823, 507, 1053, 644])
[2025-07-16 19:14:39.944 | Frame 10] Detected VEHICLE: Truck 0.87 (Conf: 0.87, BBox: [581, 465, 830, 651])
[2025-07-16 19:14:39.944 | Frame 10] Detected FIRE: FIRE 0.80 (Conf: 0.80, BBox: [262, 219, 426, 282])
[2025-07-16 19:14:39.944 | Frame 10] Detected FIRE: FIRE 0.61 (Conf: 0.61, BBox: [700, 137, 833, 265])
[2025-07-16 19:14:39.944 | Frame 10] Detected FIRE: FIRE 0.52 (Conf: 0.52, BBox: [698, 91, 840, 267])
[2025-07-16 19:14:40.512 | Frame 11] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [356, 374, 542, 680])
[2025-07-16 19:14:40.512 | Frame 11] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [186, 379, 364, 679])
[2025-07-16 19:14:40.512 | Frame 11] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1028, 509, 1213, 650])
[2025-07-16 19:14:40.512 | Frame 11] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [823, 506, 1054, 643])
[2025-07-16 19:14:40.512 | Frame 11] Detected VEHICLE: Truck 0.88 (Conf: 0.88, BBox: [581, 464, 830, 648])
[2025-07-16 19:14:40.512 | Frame 11] Detected FIRE: FIRE 0.81 (Conf: 0.81, BBox: [259, 217, 431, 281])
[2025-07-16 19:14:40.512 | Frame 11] Detected FIRE: FIRE 0.47 (Conf: 0.47, BBox: [714, 189, 845, 260])
